Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Dropout,Status_Enrolled,Status_Graduate
Married,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,100.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Administrative Staff,130.0,No,No,No,Yes,Male,Yes,33,No,0,8,16,1,10.0,1,0,8,16,1,10.0,1,12.7,3.7,-1.7,2,False,True,False
Single,Over 23 years old,First Choice,Informatics Engineering,Daytime,Secondary education,160.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,129.0,No,No,No,Yes,Male,No,24,No,0,5,9,0,0.0,0,0,5,8,2,14.5,2,7.6,2.6,0.32,1,True,False,False
Single,Over 23 years old,First Choice,Management (evening attendance),Evening,Basic education,133.1,Portuguese,Higher Education,Secondary Education,Professionals,Administrative Staff,100.0,No,No,No,Yes,Male,No,24,No,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,2nd phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,116.5,Yes,No,No,Yes,Male,No,18,No,0,5,6,5,12.0,0,0,5,8,5,12.142857142857142,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,121.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,124.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,10.571428571428571,0,0,6,9,5,11.4,0,16.2,0.3,-0.92,0,False,False,True
Single,Change of institution/course,First Choice,Veterinary Nursing,Daytime,Secondary education,127.0,Portuguese,Higher Education,Higher Education,Professionals,Machine Operators,138.8,Yes,No,No,Yes,Female,No,22,No,4,12,19,11,14.153846153846152,0,5,12,20,12,15.428571428571429,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,132.0,Portuguese,Higher Education,Secondary Education,Unskilled Workers,Unskilled Workers,126.4,Yes,Yes,No,Yes,Female,Yes,18,No,0,6,9,6,11.166666666666666,0,0,6,11,5,12.4,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,147.0,Portuguese,Basic Education,Basic Education,Technicians,Armed Forces,151.9,Yes,No,No,Yes,Female,No,21,No,13,17,20,17,12.0,0,14,17,18,17,12.666666666666666,0,11.1,0.6,2.02,0,False,False,True
Married,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic Education,Basic Education,Service Workers,Managers,120.0,Yes,No,No,Yes,Female,No,38,No,0,5,11,3,11.333333333333334,0,0,5,9,4,12.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,Change of course,First Choice,Social Service,Daytime,Secondary education,142.0,Portuguese,Other,Other,Other,Other,131.9,No,No,No,Yes,Female,Yes,29,No,9,16,17,16,12.588235294117649,0,10,13,14,13,13.357142857142858,0,9.4,-0.8,-3.12,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Equinculture,Daytime,Technological specialization,130.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,130.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,11,4,12.0,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,2,False,True,False
Single,2nd phase - general contingent,First Choice,Tourism,Daytime,Secondary education,131.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,131.7,Yes,No,No,No,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Married,Change of course,First Choice,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,132.5,No,No,No,Yes,Male,No,37,No,7,12,13,12,12.25,0,8,13,13,13,12.846153846153848,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,128.0,Portuguese,Higher Education,Higher Education,Service Workers,Armed Forces,116.5,No,No,No,Yes,Male,No,20,No,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,136.0,Portuguese,Basic Education,Basic Education,Other,Machine Operators,133.9,Yes,No,No,No,Male,No,20,No,0,5,7,4,13.0,0,0,5,11,3,12.0,2,10.8,1.4,1.74,1,True,False,False
Married,Over 23 years old,First Choice,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Armed Forces,145.4,No,No,Yes,Yes,Male,No,40,No,0,5,11,3,10.666666666666666,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,1,True,False,False
Married,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education,Higher Education,Unskilled Workers,Armed Forces,172.0,No,No,No,Yes,Male,No,44,No,5,11,21,9,12.333333333333334,0,8,11,16,9,11.0,0,12.4,0.5,1.79,2,False,True,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,118.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,111.0,No,No,No,No,Male,No,21,No,0,5,7,2,11.0,0,0,5,9,3,11.428571428571429,0,10.8,1.4,1.74,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Communication Design,Daytime,Technological specialization,120.0,Portuguese,Higher Education,Basic Education,Technicians,Machine Operators,120.0,No,No,No,Yes,Male,No,21,No,2,7,10,6,13.428571428571429,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,151.0,Portuguese,Higher Education,Secondary Education,Professionals,Managers,129.8,Yes,No,No,Yes,Male,No,18,No,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Higher Education,Unskilled Workers,Armed Forces,118.1,Yes,No,No,Yes,Male,No,18,No,0,7,10,6,12.035714285714286,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,2,False,True,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Secondary education,140.0,Portuguese,Higher Education,Secondary Education,Service Workers,Unskilled Workers,130.0,No,No,No,Yes,Male,No,27,No,0,6,6,6,14.166666666666666,0,0,6,7,6,13.833333333333334,0,11.1,0.6,2.02,0,False,False,True
Married,Over 23 years old,First Choice,Communication Design,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Armed Forces,126.3,No,No,No,No,Male,No,38,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,3rd phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,146.0,Portuguese,Higher Education,Higher Education,Service Workers,Professionals,137.8,No,No,No,Yes,Male,No,18,No,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,122.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Professionals,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,2,False,True,False
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,121.0,Portuguese,Higher Education,Basic Education,Professionals,Unskilled Workers,115.4,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,13.714285714285714,0,0,6,7,5,13.333333333333334,0,15.5,2.8,-4.06,1,True,False,False
Single,Change of course,First Choice,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Agricultural Workers,110.0,No,No,Yes,No,Male,No,19,No,0,6,10,3,11.666666666666666,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,1,True,False,False
Single,Over 23 years old,First Choice,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Other,Other,97.4,No,No,Yes,No,Male,No,44,No,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Veterinary Nursing,Daytime,Technological specialization,130.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,130.0,Yes,Yes,No,Yes,Male,No,26,No,2,6,20,4,12.5,0,1,6,16,3,10.0,0,15.5,2.8,-4.06,1,True,False,False
Single,Change of course,First Choice,Equinculture,Daytime,Secondary education,156.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Administrative Staff,156.0,No,No,Yes,No,Male,No,24,No,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,1,True,False,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Secondary education,130.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Agricultural Workers,126.1,Yes,No,No,No,Male,No,27,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Secondary education,110.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Administrative Staff,120.0,No,No,Yes,No,Male,No,27,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,Change of course,First Choice,Communication Design,Daytime,Secondary education,108.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,105.2,Yes,No,No,Yes,Male,No,25,No,11,17,18,13,11.538461538461538,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Agronomy,Daytime,Secondary education,120.0,Portuguese,Higher Education,Higher Education,Professionals,Agricultural Workers,120.0,Yes,No,No,Yes,Male,No,21,No,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,2,False,True,False
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,150.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,137.8,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,152.0,Portuguese,Higher Education,Higher Education,Technicians,Technicians,134.2,Yes,No,No,Yes,Male,No,20,No,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,2,False,True,False
Single,Technological specialization diploma holders,First Choice,Informatics Engineering,Daytime,Technological specialization,150.0,Portuguese,Basic Education,Higher Education,Service Workers,Professionals,150.0,No,No,No,Yes,Male,No,20,No,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,123.0,Portuguese,Higher Education,Secondary Education,Professionals,Unskilled Workers,116.0,Yes,No,Yes,No,Male,No,20,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,1st phase - general contingent,First Choice,Informatics Engineering,Daytime,Secondary education,150.0,Portuguese,Secondary Education,Secondary Education,Technicians,Technicians,143.4,No,No,No,No,Male,Yes,18,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,2,False,True,False
Single,2nd phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,145.0,Portuguese,Higher Education,Higher Education,Technicians,Technicians,143.6,No,No,Yes,Yes,Male,No,19,No,5,12,12,10,12.7,0,4,11,16,10,12.272727272727272,0,8.9,1.4,3.51,2,False,True,False
Single,Technological specialization diploma holders,First Choice,Equinculture,Daytime,Technological specialization,150.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Machine Operators,150.0,Yes,No,No,No,Female,No,22,No,1,6,10,3,12.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,1st phase - general contingent,Second Choice,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Higher Education,Basic Education,Professionals,Service Workers,118.0,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,14.428571428571429,0,0,6,8,6,15.0,2,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,117.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Workers,109.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.117142857142856,0,0,8,9,7,12.6,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,121.0,Portuguese,Basic Education,Basic Education,Service Workers,Skilled Workers,119.3,Yes,No,Yes,Yes,Female,No,20,No,0,6,7,6,12.666666666666666,0,0,6,7,6,11.833333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,2nd phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,140.0,Brazilian,Secondary Education,Secondary Education,Service Workers,Skilled Workers,146.3,Yes,No,No,Yes,Female,Yes,18,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Single,Over 23 years old,First Choice,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Education,Managers,Technicians,161.5,No,No,No,Yes,Male,No,36,No,0,6,7,6,15.285714285714286,0,0,6,6,6,16.5,0,10.8,1.4,1.74,0,False,False,True
Single,International student (bachelor),First Choice,Management,Daytime,Secondary education,140.0,Santomean,Basic Education,Higher Education,Agricultural Workers,Administrative Staff,140.0,No,No,Yes,Yes,Male,No,19,Yes,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,0,False,False,True
Single,Short cycle diploma holders,First Choice,Management,Daytime,Other,140.0,Portuguese,Secondary Education,Secondary Education,Agricultural Workers,Agricultural Workers,142.2,No,No,No,Yes,Male,Yes,21,No,6,11,11,11,12.636363636363637,0,3,9,11,9,12.6,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,129.2,Yes,No,No,Yes,Female,No,26,No,0,5,6,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Secondary education,140.0,Brazilian,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,100.0,No,No,Yes,No,Female,No,29,Yes,3,9,9,3,14.333333333333334,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Tourism,Daytime,Technological specialization,170.0,Portuguese,Basic Education,Higher Education,Unskilled Workers,Technicians,170.0,No,No,No,No,Male,No,26,No,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,2,False,True,False
Single,Holders of other higher courses,First Choice,Nursing,Daytime,Higher education,140.0,Portuguese,Higher Education,Basic Education,Professionals,Agricultural Workers,140.0,No,No,No,Yes,Male,No,27,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,1,True,False,False
Single,Change of institution/course,First Choice,Management,Daytime,Secondary education,116.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,115.2,No,No,Yes,Yes,Male,No,32,No,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,8.9,1.4,3.51,2,False,True,False
Single,1st phase - special contingent (Madeira Island),Second Choice,Basic Education,Daytime,Secondary education,134.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,121.4,Yes,No,No,Yes,Female,Yes,23,No,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,2,False,True,False
Single,Over 23 years old,First Choice,Management,Daytime,Secondary education,133.1,Brazilian,Basic Education,Basic Education,Unskilled Workers,Machine Operators,134.8,No,No,No,Yes,Female,No,24,Yes,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,2,False,True,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,140.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,136.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,0,False,False,True
Single,Transfer,First Choice,Agronomy,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Administrative Staff,140.0,Yes,No,No,Yes,Male,No,25,No,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,108.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Service Workers,112.2,Yes,No,No,Yes,Male,No,19,No,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,2,False,True,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,149.0,Portuguese,Secondary Education,Higher Education,Student,Student,148.7,No,No,No,No,Male,No,20,No,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Married,1st phase - general contingent,First Choice,Tourism,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Skilled Workers,133.0,No,No,No,Yes,Male,No,33,No,3,9,11,9,12.8,0,2,7,9,7,11.428571428571429,0,12.7,3.7,-1.7,0,False,False,True
Married,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education,Other,Unskilled Workers,Unskilled Workers,150.0,No,No,Yes,Yes,Male,No,35,No,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,1,True,False,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,98.0,Yes,No,No,Yes,Male,No,23,No,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,125.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,122.4,Yes,No,No,Yes,Male,No,19,No,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Armed Forces,139.0,No,No,No,Yes,Male,No,21,No,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,2,False,True,False
Single,1st phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,112.0,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,13.5,0,0,6,6,6,11.166666666666666,0,11.1,0.6,2.02,0,False,False,True
Single,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Technicians,Skilled Workers,143.8,No,No,No,Yes,Male,No,27,No,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Management,Daytime,Secondary education,122.0,Portuguese,Higher Education,Basic Education,Professionals,Skilled Workers,116.1,Yes,No,Yes,Yes,Male,No,19,No,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,2,False,True,False
Single,Holders of other higher courses,Second Choice,Nursing,Daytime,Higher education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,138.0,No,No,No,Yes,Male,No,28,No,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,1,True,False,False
Single,Change of course,First Choice,Management,Daytime,Secondary education,123.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,110.0,No,No,No,Yes,Male,No,25,No,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,2,False,True,False
Married,Over 23 years old,First Choice,Social Service,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Administrative Staff,103.5,No,No,No,Yes,Male,No,42,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,Holders of other higher courses,First Choice,Management (evening attendance),Evening,Higher education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,140.0,No,No,No,Yes,Male,No,27,No,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,First Choice,Communication Design,Daytime,Secondary education,116.0,Portuguese,Higher Education,Higher Education,Student,Managers,108.7,Yes,No,No,Yes,Male,No,23,No,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,118.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Administrative Staff,115.9,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,0,False,False,True
Married,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Administrative Staff,127.3,No,No,No,Yes,Male,No,26,No,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,146.0,Portuguese,Higher Education,Secondary Education,Technicians,Armed Forces,138.7,No,No,No,Yes,Male,No,18,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,135.8,No,No,Yes,Yes,Male,No,29,No,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,1,True,False,False
Single,2nd phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Workers,134.6,Yes,No,No,Yes,Male,No,22,No,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,Change of course,First Choice,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Machine Operators,118.4,Yes,No,No,Yes,Female,No,21,No,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,2,False,True,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,134.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Unskilled Workers,132.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,160.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,155.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,126.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Unskilled Workers,132.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,8,3,15.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,1,True,False,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,110.0,No,No,Yes,No,Female,No,40,No,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,114.0,Santomean,Basic Education,Higher Education,Unskilled Workers,Technicians,127.3,Yes,No,Yes,No,Female,No,20,Yes,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,139.0,Portuguese,Higher Education,Secondary Education,Administrative Staff,Managers,126.0,Yes,No,No,Yes,Male,No,18,No,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,1,True,False,False
Single,Change of course,Second Choice,Social Service (evening attendance),Evening,Higher education,130.0,Portuguese,Other,Other,Student,Student,130.0,No,No,No,Yes,Male,No,31,No,8,12,21,12,12.333333333333334,0,6,10,13,7,13.285714285714286,2,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,131.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,118.8,No,No,No,Yes,Male,Yes,18,No,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,0,False,False,True
Single,Change of course,Second Choice,Advertising and Marketing Management,Daytime,Secondary education,130.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Administrative Staff,127.6,Yes,No,No,Yes,Male,No,22,No,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,1,True,False,False
Single,Change of institution/course,First Choice,Management,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,112.1,No,No,Yes,No,Male,No,38,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,Change of course,First Choice,Management (evening attendance),Evening,Higher education,130.0,Portuguese,Higher Education,Secondary Education,Professionals,Unskilled Workers,130.0,No,No,No,Yes,Male,No,33,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Single,1st phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,117.0,Portuguese,Secondary Education,Secondary Education,Technicians,Service Workers,111.1,No,No,No,Yes,Male,Yes,19,No,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,2,False,True,False
Single,2nd phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,127.0,Portuguese,Higher Education,Higher Education,Managers,Managers,121.4,No,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,1st phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,131.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Skilled Workers,126.8,No,No,No,No,Male,Yes,18,No,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,2,False,True,False
